LAT,LON,YEAR,MO,DY,PRECTOTCORR,WS10M,RH2M,QV2M,T2M_RANGE,ALLSKY_SFC_UV_INDEX
25.75,86.25,2017,5,27,4.62,3.14,57.72,17.24,10.83,1.05
25.75,86.25,2017,5,28,11.21,4.13,61.41,18.16,7.88,1.47
25.75,86.25,2017,5,29,2.45,2.87,53.5,16.54,12.35,1.95
25.75,86.25,2017,5,30,10.06,2.77,58.75,17.97,9.37,1.9
25.75,86.25,2017,5,31,0.11,1.94,51.31,15.93,11.74,2.21
25.75,86.25,2017,6,1,0.01,1.72,44.12,15.56,12.94,1.91
25.75,86.25,2017,6,2,0.06,2.27,37.62,14.04,11.3,1.64
25.75,86.25,2017,6,3,0.41,3.32,30.25,10.89,13.55,1.99
25.75,86.25,2017,6,4,1.19,2.91,42.66,14.89,16.05,1.77
25.75,86.25,2017,6,5,5.04,4.01,53.59,18.8,12.54,1.04
25.75,86.25,2017,6,6,3.25,4.21,56.91,18.55,8.59,1.23
25.75,86.25,2017,6,7,6.65,2.49,57.47,18.77,7.22,0.93
25.75,86.25,2017,6,8,4.99,1.43,51.91,17.7,8.71,1.33
25.75,86.25,2017,6,9,1.66,1.59,50.28,17.24,9.04,1.85
25.75,86.25,2017,6,10,1.22,3.36,52.91,17.67,10.3,2.16
25.75,86.25,2017,6,11,2.22,2.6,51.09,17.58,9.73,2.09
25.75,86.25,2017,6,12,1.66,2.04,52.19,17.3,11.5,2.22
25.75,86.25,2017,6,13,0.13,2.74,41.56,14.62,13.21,2.27
25.75,86.25,2017,6,14,1.49,2.75,44.12,15.9,11.7,1.66
25.75,86.25,2017,6,15,7.12,4.24,54.81,17.97,10.63,1.09
25.75,86.25,2017,6,16,7.47,3.54,60.53,18.19,7.48,1.79
25.75,86.25,2017,6,17,0.41,2.07,50.28,16.36,12.64,1.95
25.75,86.25,2017,6,18,0.44,2.73,42.97,15.93,11.84,1.67
25.75,86.25,2017,6,19,2.27,2.36,42.91,15.9,11.33,1.34
25.75,86.25,2017,6,20,10.91,3.2,57.84,18.98,8.49,1.1
25.75,86.25,2017,6,21,6.12,2.95,57.59,18.37,7.98,1.09
25.75,86.25,2017,6,22,0.7,2.51,51.44,17.33,10.82,1.46
25.75,86.25,2017,6,23,1.24,2.8,53.69,17.67,8.88,1.55
25.75,86.25,2017,6,24,0.07,4.31,58.94,18.52,8.04,1.91
25.75,86.25,2017,6,25,1.16,5.15,63.03,18.68,6.84,2.34
25.75,86.25,2017,6,26,1.53,5.21,63.97,18.62,9,2.32
25.75,86.25,2017,6,27,0.83,5.83,62.47,18.98,9.57,2.34
25.75,86.25,2017,6,28,0.9,5.21,62.31,18.95,7.86,2.27
25.75,86.25,2017,6,29,0.6,4.62,59.41,18.4,10.68,1.9
25.75,86.25,2017,6,30,19.5,4.94,71.38,20.36,6.53,1.8
25.75,86.25,2017,7,1,47.38,3.62,81.44,22,5.81,1.64
25.75,86.25,2017,7,2,21.78,3.06,81.84,21.27,5.42,1.91
25.75,86.25,2017,7,3,19.92,2.36,85.19,21.79,4.34,1.48
25.75,86.25,2017,7,4,26.74,2.96,83.19,21.27,4.73,1.49
25.75,86.25,2017,7,5,28.42,2.75,82.44,21.67,7.3,1
25.75,86.25,2017,7,6,16.74,1.86,80.84,20.94,5.61,1.71
25.75,86.25,2017,7,7,3.26,2.7,81.94,21.94,6.27,1.78
25.75,86.25,2017,7,8,2.9,2.59,85,22.4,4.78,1.52
25.75,86.25,2017,7,9,14.91,3.77,88.09,22.31,3.45,1.35
25.75,86.25,2017,7,10,46.28,6.87,90.84,22.37,3.68,0.55
25.75,86.25,2017,7,11,25.79,5.18,89.5,20.66,4.88,0.51
25.75,86.25,2017,7,12,13.3,4.62,87.16,19.71,6.65,1.72
25.75,86.25,2017,7,13,4.22,4.59,85.84,20.87,6.68,1.86
25.75,86.25,2017,7,14,0.72,3.32,85.16,21.03,6.45,2.18
25.75,86.25,2017,7,15,0.39,3.18,82.09,21.64,7.84,2.36
25.75,86.25,2017,7,16,0.47,2.64,81.78,22,6.83,2.27
25.75,86.25,2017,7,17,1.51,2.48,81.72,22.16,6.71,2.21
25.75,86.25,2017,7,18,2.44,2.87,85.47,23.01,6.23,2.74
25.75,86.25,2017,7,19,2.96,5.64,86.44,22.09,4.9,2.27
25.75,86.25,2017,7,20,9.62,7.91,87.97,21.39,4.58,1.81
25.75,86.25,2017,7,21,14.32,5.43,89.09,21.64,3.84,1.53
25.75,86.25,2017,7,22,10.86,3.66,90.12,22,3.63,2.02
25.75,86.25,2017,7,23,4.04,4.28,89.84,21.82,4.39,2.01
25.75,86.25,2017,7,24,6.53,5.98,89,21.24,4.9,1.55
25.75,86.25,2017,7,25,8.06,10.99,85.06,20.63,6.31,1.16
25.75,86.25,2017,7,26,3.52,8.25,84.28,20.26,6.42,1.66
25.75,86.25,2017,7,27,0.71,4.89,83.06,20.84,7.28,1.81
25.75,86.25,2017,7,28,0.83,2.34,82.34,21.09,6.98,1.93
25.75,86.25,2017,7,29,8.79,2.24,87.28,22.19,5.66,1.35
25.75,86.25,2017,7,30,17.6,1.28,85.97,21.42,4.41,1.25
25.75,86.25,2017,7,31,4.24,2.05,82.5,21.18,7.88,1.65
25.75,86.25,2017,8,1,3.69,3.12,83.62,21.82,6.66,2
25.75,86.25,2017,8,2,15,3.36,87.28,22.83,5.39,1.84
25.75,86.25,2017,8,3,10.74,3.95,87.78,22.61,5.11,1.42
25.75,86.25,2017,8,4,12.77,2.62,89.22,22.71,4.87,1.16
25.75,86.25,2017,8,5,1.44,2.08,86.28,22.86,6.48,1.85
25.75,86.25,2017,8,6,5.09,2.78,86.47,22.92,5.16,2.19
25.75,86.25,2017,8,7,4.27,5.29,85.94,22.16,6.05,2.12
25.75,86.25,2017,8,8,3.41,3.3,83.16,22.19,7.8,1.95
25.75,86.25,2017,8,9,3.69,2.56,88.06,22.64,4.69,1.73
25.75,86.25,2017,8,10,14.25,2.9,90.66,22.28,3.45,1.32
25.75,86.25,2017,8,11,37.31,3.97,92.34,22.46,3.35,0.76
25.75,86.25,2017,8,12,32.53,3.61,93.19,22.37,3.43,0.52
25.75,86.25,2017,8,13,23.03,2.55,85.75,21.15,6.08,1.07
25.75,86.25,2017,8,14,2.73,2.4,86.5,21.36,5.98,1.65
25.75,86.25,2017,8,15,5.78,2.21,87.41,21.64,6.24,1.86
25.75,86.25,2017,8,16,7.76,3.07,89.5,22.16,3.95,1.18
25.75,86.25,2017,8,17,10.19,2.04,89,22.31,4.13,1.45
25.75,86.25,2017,8,18,4.91,3.3,90.69,21.85,3.84,1.77
25.75,86.25,2017,8,19,1.45,4.53,87.16,21.18,5.87,2.17
25.75,86.25,2017,8,20,2.84,3.21,86.62,21.03,5.78,2.2
25.75,86.25,2017,8,21,1.15,1.97,85.53,20.9,5.77,2.3
25.75,86.25,2017,8,22,1.78,1.29,83,21.06,6.15,1.37
25.75,86.25,2017,8,23,2.5,0.98,77.59,21.27,6.65,2.41
25.75,86.25,2017,8,24,13.34,1.91,85.66,21.61,5.48,1.63
25.75,86.25,2017,8,25,3.53,2.34,88.94,21.76,5.36,2.31
25.75,86.25,2017,8,26,5.97,2.91,86,21.97,7.86,2.23
25.75,86.25,2017,8,27,18.25,3.85,91.84,22.16,3.41,0.71
25.75,86.25,2017,8,28,1.17,4.91,89.16,21.61,5.38,2.21
25.75,86.25,2017,8,29,1.05,4.69,87.78,21.55,6.01,2.11
25.75,86.25,2017,8,30,0.15,2.41,86.09,21.36,6.29,2.12
25.75,86.25,2017,8,31,1.05,1.94,87.31,22.09,6.08,1.62
25.75,86.25,2017,9,1,16.23,1.99,90.22,22.09,4.54,1.45
25.75,86.25,2017,9,2,5.6,3.17,92.28,21.27,3.94,1.38
25.75,86.25,2017,9,3,8.61,3.6,88.34,20.97,6.02,1.68
25.75,86.25,2017,9,4,2.21,3.71,86.06,20.72,7.24,1.94
25.75,86.25,2017,9,5,0.52,2.77,84.47,20.94,7.84,2.02
25.75,86.25,2017,9,6,1.35,1.45,81.5,21.06,7.83,1.84
25.75,86.25,2017,9,7,3.83,1.85,83.28,21.42,6.57,1.6
25.75,86.25,2017,9,8,12.19,2.76,86.16,21.67,6.35,1.62
25.75,86.25,2017,9,9,2.16,3.43,85.81,21.88,6.75,1.67
25.75,86.25,2017,9,10,1.23,1.8,81.56,21.21,7.43,1.6
25.75,86.25,2017,9,11,1.37,1.41,81.19,21.24,7.1,1.41
25.75,86.25,2017,9,12,4.55,1.72,85.72,21.51,6.06,1.29
25.75,86.25,2017,9,13,4.62,1.51,86.72,21.24,4.47,1.34
25.75,86.25,2017,9,14,0.46,1.97,87.62,21.39,5.12,1.31
25.75,86.25,2017,9,15,0.85,2.16,86.94,21.39,5.31,1.54
25.75,86.25,2017,9,16,0.12,1.58,81.19,21.39,7.77,1.95
25.75,86.25,2017,9,17,1.93,1.61,83.38,22.34,6.15,1.95
25.75,86.25,2017,9,18,7.07,4.19,90.12,21.82,4.16,1.35
25.75,86.25,2017,9,19,7.88,2.57,89.81,21.3,4.75,1.91
25.75,86.25,2017,9,20,13.07,5.8,92.25,21.33,3.46,1.16
25.75,86.25,2017,9,21,4.32,4.39,87.28,20.75,6.15,1.45
25.75,86.25,2017,9,22,2.28,2.51,86.22,21.03,6.1,1.73
25.75,86.25,2017,9,23,0.75,2,84.75,21.48,6.97,1.73
25.75,86.25,2017,9,24,0.66,2.26,83.25,20.81,7.33,1.66
25.75,86.25,2017,9,25,0.01,2.38,81.38,20.36,8.05,1.5
25.75,86.25,2017,9,26,0.08,2.09,79.06,19.07,8.76,1.46
25.75,86.25,2017,9,27,0.23,1.93,83.19,20.57,6.87,1.47
25.75,86.25,2017,9,28,9.41,1.84,83.03,20.94,7.22,1.24
25.75,86.25,2017,9,29,8.37,2.49,89.91,20.72,5.18,1.23
25.75,86.25,2017,9,30,3.25,1.99,89.88,20.39,4.31,1.51
25.75,86.25,2017,10,1,3.44,2.48,88.06,20.23,5.5,1.3
25.75,86.25,2017,10,2,8.3,2.85,89.44,20.54,5.44,1.06
25.75,86.25,2017,10,3,2.71,3.65,90.09,20.48,5.36,1.43
25.75,86.25,2017,10,4,0.33,2.59,86.09,19.96,7.97,1.64
25.75,86.25,2017,10,5,0.03,1.49,79.56,19.99,7.57,1.9
25.75,86.25,2017,10,6,0.09,1.41,79.88,20.02,6.63,1.89
25.75,86.25,2017,10,7,0.17,1.43,81.12,20.36,7.89,1.76
25.75,86.25,2017,10,8,0.51,1.8,83.22,20.45,6.39,1.61
25.75,86.25,2017,10,9,1.59,2.79,85.44,19.87,7.79,1.7
25.75,86.25,2017,10,10,29.44,5.63,90.16,18.86,4.5,0.94
25.75,86.25,2017,10,11,6.79,3.98,88.25,19.29,7.98,0.88
25.75,86.25,2017,10,12,0.37,1.7,82.47,20.23,7.78,1.57
25.75,86.25,2017,10,13,0.02,2.5,79.31,19.2,8.84,1.48
25.75,86.25,2017,10,14,0,2.69,74.34,16.3,11.94,1.25
25.75,86.25,2017,10,15,0,2.43,74.25,16.08,11.8,1.23
25.75,86.25,2017,10,16,0,1.46,71.47,15.08,11.34,1.15
25.75,86.25,2017,10,17,0,1.69,71.34,15.75,9.88,1.13
25.75,86.25,2017,10,18,3.43,1.54,75.28,17.4,9.3,1.55
25.75,86.25,2017,10,19,8.08,3.55,85.34,19.53,8.74,1.42
25.75,86.25,2017,10,20,5.3,5.55,87.88,18.86,6.73,1.07
25.75,86.25,2017,10,21,3.94,4.59,83.09,17.46,7.94,1
25.75,86.25,2017,10,22,0.26,3.07,75.88,15.5,10.41,1.14
25.75,86.25,2017,10,23,0,1.82,65.03,12.24,13.26,1.04
25.75,86.25,2017,10,24,0,1.92,69.16,13.34,12.43,1.02
25.75,86.25,2017,10,25,0,1.11,59.44,11.57,11,0.93
25.75,86.25,2017,10,26,0,1.59,69.94,12.63,12.22,0.82
25.75,86.25,2017,10,27,0,1.46,66.34,11.66,12.02,0.84
25.75,86.25,2017,10,28,0.22,2.25,76.59,13.4,11.4,0.88
25.75,86.25,2017,10,29,0.1,2.05,75.12,13.7,10.81,1.17
25.75,86.25,2017,10,30,3.55,1.64,76.31,13.37,9.36,1.1
25.75,86.25,2017,10,31,0.49,2.4,79.62,13.21,10.38,1.13
25.75,86.25,2017,11,1,0.01,1.89,78.59,13.24,10.56,1.29
25.75,86.25,2017,11,2,0,1.26,72,12.82,10.5,1.3
25.75,86.25,2017,11,3,0,1.96,74.28,12.91,10.92,1.33
25.75,86.25,2017,11,4,0,2.02,76.62,13.98,12.05,1.34
25.75,86.25,2017,11,5,0,1.17,73.09,13.95,11.35,1.37
25.75,86.25,2017,11,6,0,1.88,67.38,12.54,12.27,1.25
25.75,86.25,2017,11,7,0,1.99,63.97,11.54,12.77,1.05
25.75,86.25,2017,11,8,0,1.5,61.88,10.86,13.14,1.12
25.75,86.25,2017,11,9,0,1.43,63.12,10.62,13.46,1.05
25.75,86.25,2017,11,10,0,1.78,68.06,11.66,12.31,1.08
25.75,86.25,2017,11,11,0,1.48,68.44,12.45,11.3,1.16
25.75,86.25,2017,11,12,0,1.77,65.78,11.54,13.99,1.13
25.75,86.25,2017,11,13,0,1.62,59.81,10.1,13.76,1.03
25.75,86.25,2017,11,14,0,1.82,67.88,11.57,12.66,1.09
25.75,86.25,2017,11,15,0.04,2.38,80.78,14.16,10.09,1.03
25.75,86.25,2017,11,16,0.24,2.28,82.34,14.34,8.66,1.05
25.75,86.25,2017,11,17,0.01,1.66,76.03,13.76,9.52,1.13
25.75,86.25,2017,11,18,0,1.34,71.94,13.7,11.43,1.11
25.75,86.25,2017,11,19,0,2.45,64.53,12.05,12.41,1.02
25.75,86.25,2017,11,20,0,3.92,61,10.16,13.69,0.73
25.75,86.25,2017,11,21,0,4.14,50.84,6.96,14,0.87
25.75,86.25,2017,11,22,0,3.49,51.31,6.04,16.64,0.81
25.75,86.25,2017,11,23,0,3.05,56.59,6.77,16.93,-999
25.75,86.25,2017,11,24,0,3.29,54.91,6.26,15.36,0.77
25.75,86.25,2017,11,25,0,2.45,53.5,6.16,16,0.69
25.75,86.25,2017,11,26,0,2.74,54.28,6.87,15.78,0.7
25.75,86.25,2017,11,27,0,3.13,57.38,6.71,14.43,0.59
25.75,86.25,2017,11,28,0,2.76,52.34,6.16,15.69,0.55
25.75,86.25,2017,11,29,0,1.2,48.06,5.95,13.43,0.55
25.75,86.25,2017,11,30,0,1.23,48.22,6.23,14,0.55
25.75,86.25,2017,12,1,0,1.37,51.16,6.77,14.7,0.7
25.75,86.25,2017,12,2,0,1.4,53.47,7.2,14.69,0.72
25.75,86.25,2017,12,3,0,2.34,54.53,6.99,13.95,0.7
25.75,86.25,2017,12,4,0,2.03,52.31,6.26,14.96,0.74
25.75,86.25,2017,12,5,0,1.64,49.72,6.2,15.38,0.72
25.75,86.25,2017,12,6,0,1.73,52.53,6.71,15.01,0.73
25.75,86.25,2017,12,7,0,1.8,52.22,7.54,14.13,0.77
25.75,86.25,2017,12,8,0,1.66,59.16,8.97,13.68,0.84
25.75,86.25,2017,12,9,0,1.3,67.47,10.35,12.1,0.9
25.75,86.25,2017,12,10,0.05,1.73,78.59,12.54,9.56,0.83
25.75,86.25,2017,12,11,0,2.28,64.16,10.8,10.9,0.94
25.75,86.25,2017,12,12,0,2.81,54.91,7.9,13.92,0.82
25.75,86.25,2017,12,13,0,3.92,55.69,8.24,15.29,0.7
25.75,86.25,2017,12,14,0,4.25,56.25,7.9,15.2,0.8
25.75,86.25,2017,12,15,0,4,54.12,7.14,15.16,0.77
25.75,86.25,2017,12,16,0,3.29,54.62,6.5,16.71,0.7
25.75,86.25,2017,12,17,0,2.61,50.78,5.4,15.85,0.7
25.75,86.25,2017,12,18,0,1.82,47.44,4.94,15.18,0.46
25.75,86.25,2017,12,19,0,1.13,50.34,5.98,10.53,0.46
25.75,86.25,2017,12,20,0,1.55,65.06,8.76,12.23,0.77
25.75,86.25,2017,12,21,0,1.33,72.12,10.44,11.71,0.83
25.75,86.25,2017,12,22,0,2.95,65.5,8.48,12.77,0.69
25.75,86.25,2017,12,23,0,2.57,49.41,5.92,14.67,0.72
25.75,86.25,2017,12,24,0,1.55,45.22,5.55,12.45,0.58
25.75,86.25,2017,12,25,0,2.81,49.72,5.49,14.39,0.63
25.75,86.25,2017,12,26,0,3.34,54.19,5.71,15.92,0.45
25.75,86.25,2017,12,27,0,2.92,51.38,5.25,16.93,0.48
25.75,86.25,2017,12,28,0,1.61,43.28,4.58,15.23,0.49
25.75,86.25,2017,12,29,0,1.33,42.19,4.85,14.71,0.56
25.75,86.25,2017,12,30,0,1.22,45.41,5.83,15.19,0.78
25.75,86.25,2017,12,31,0,1.56,47.16,5.95,13.82,0.61
25.75,86.25,2018,1,1,0,2.21,47.12,5.25,14.45,0.52
25.75,86.25,2018,1,2,0,3.37,48.25,4.91,14.38,0.42
25.75,86.25,2018,1,3,0,4,47.81,4.39,16.09,0.31
25.75,86.25,2018,1,4,0,2.73,48.53,4.24,16.19,0.32
25.75,86.25,2018,1,5,0,3.18,45.69,3.91,16.27,0.43
25.75,86.25,2018,1,6,0,3.5,45,3.75,16.17,0.48
25.75,86.25,2018,1,7,0,3.55,45.66,3.85,16.83,0.46
25.75,86.25,2018,1,8,0,1.8,44.34,3.91,15.52,0.4
25.75,86.25,2018,1,9,0,2.8,47.84,4.03,15.15,0.35
25.75,86.25,2018,1,10,0,3.04,47.41,3.94,16.79,0.29
25.75,86.25,2018,1,11,0,1.81,42.75,3.75,15.8,0.3
25.75,86.25,2018,1,12,0,1.28,38.84,3.81,14.78,0.32
25.75,86.25,2018,1,13,0,2.07,42.16,4.03,15.52,0.36
25.75,86.25,2018,1,14,0,1.89,43.19,4.06,15.57,0.32
25.75,86.25,2018,1,15,0,3.16,43.97,4.18,16.66,0.45
25.75,86.25,2018,1,16,0,2.39,44.72,4.18,16.31,0.41
25.75,86.25,2018,1,17,0,2.83,43.59,4.12,17.2,0.54
25.75,86.25,2018,1,18,0,2.9,42.75,3.85,17.54,0.61
25.75,86.25,2018,1,19,0,2.46,39.03,3.91,17.49,0.67
25.75,86.25,2018,1,20,0,2.89,42.59,4.43,17.31,0.55
25.75,86.25,2018,1,21,0,2.29,41.44,4.3,15.74,0.61
25.75,86.25,2018,1,22,0,2.91,43.59,4.33,16.54,0.6
25.75,86.25,2018,1,23,0,2.19,38.34,4.15,16.03,0.84
25.75,86.25,2018,1,24,0,2.51,46.41,5.19,16.09,0.52
25.75,86.25,2018,1,25,0,3.75,53.16,5.71,16.59,0.91
25.75,86.25,2018,1,26,0,3.14,51.06,5.22,15.61,0.61
25.75,86.25,2018,1,27,0,3.73,42,4.06,16.95,0.7
25.75,86.25,2018,1,28,0,2.16,36.94,3.69,16.02,0.66
25.75,86.25,2018,1,29,0,2.04,35.78,3.69,15.09,0.7
25.75,86.25,2018,1,30,0,2.83,37.62,3.91,18.14,0.75
25.75,86.25,2018,1,31,0,2.25,42.59,4.79,17.32,0.6
25.75,86.25,2018,2,1,0,1.98,52.72,5.95,16.57,0.55
25.75,86.25,2018,2,2,0,1.58,40.34,5.31,17.27,0.67
25.75,86.25,2018,2,3,0,2.02,45.22,5.98,16.01,0.64
25.75,86.25,2018,2,4,0,3.71,39.16,5.34,16.62,0.85
25.75,86.25,2018,2,5,0,2.5,36.38,4.36,18.81,1.03
25.75,86.25,2018,2,6,0,3.07,30.25,3.85,17.34,1.07
25.75,86.25,2018,2,7,0,4.54,30.12,4.33,15.51,0.93
25.75,86.25,2018,2,8,0,4.87,29.97,4.3,16.69,1.12
25.75,86.25,2018,2,9,0,4.35,34.22,4.67,18.71,1.03
25.75,86.25,2018,2,10,0.02,4.32,26.94,3.23,18.3,1.18
25.75,86.25,2018,2,11,0,1.63,22.94,3.08,17.38,1.27
25.75,86.25,2018,2,12,0.04,2.81,35.19,4.12,12.68,0.68
25.75,86.25,2018,2,13,0,3.42,54.25,7.02,19.52,0.78
25.75,86.25,2018,2,14,0.05,4.6,53.47,7.45,15.12,1.09
25.75,86.25,2018,2,15,0,3.41,33.62,4.21,18.94,1.18
25.75,86.25,2018,2,16,0,2.48,32,4.36,16.45,1
25.75,86.25,2018,2,17,0,2.88,38.38,5.62,16.87,0.97
25.75,86.25,2018,2,18,0,2.31,33.84,5.13,16.72,1.06
25.75,86.25,2018,2,19,0,1.48,28.34,4.79,15.77,0.98
25.75,86.25,2018,2,20,0,1.11,24.66,4.33,15.2,1.05
25.75,86.25,2018,2,21,0,1.92,24.81,4.03,16.01,1.09
25.75,86.25,2018,2,22,0,1.42,25.41,4.43,16.07,1.02
25.75,86.25,2018,2,23,0,2.54,31.34,5.52,17.74,0.91
25.75,86.25,2018,2,24,0,2.36,33.28,5.89,17.06,1.1
25.75,86.25,2018,2,25,0.01,3.3,46.41,7.54,17.69,0.88
25.75,86.25,2018,2,26,0.09,2.62,42.25,7.2,17.27,0.79
25.75,86.25,2018,2,27,0,1.36,31.12,5.49,15.75,1.21
25.75,86.25,2018,2,28,0,1.97,35.44,6.23,17.14,1.07
25.75,86.25,2018,3,1,0,2.8,27.59,5.46,15.69,1.15
25.75,86.25,2018,3,2,0,3.31,26.28,5.13,17.89,1.3
25.75,86.25,2018,3,3,0.01,4.93,23.12,4.67,18.95,1.41
25.75,86.25,2018,3,4,0,3.16,22.34,4.67,19.23,1.48
25.75,86.25,2018,3,5,0,4.85,30,5.74,14.02,1.05
25.75,86.25,2018,3,6,0,5.5,30.81,5.49,16.48,1.63
25.75,86.25,2018,3,7,0,3.09,19.66,3.6,19.77,1.7
25.75,86.25,2018,3,8,0,1.77,19.16,3.63,19.53,1.59
25.75,86.25,2018,3,9,0,2.73,17.09,3.14,17.75,1.58
25.75,86.25,2018,3,10,0,3.56,18.53,3.48,20.45,1.7
25.75,86.25,2018,3,11,0.25,2.55,18.97,3.75,18.24,1.7
25.75,86.25,2018,3,12,0.27,2.45,22.03,4.24,19.22,1.56
25.75,86.25,2018,3,13,0.39,2.25,24.66,4.7,18.86,1.51
25.75,86.25,2018,3,14,0.17,2.18,30.59,5.86,18.99,1.3
25.75,86.25,2018,3,15,0,2.74,30.5,6.2,17.4,0.86
25.75,86.25,2018,3,16,0,3.87,30.16,6.38,16.8,1.57
25.75,86.25,2018,3,17,0,4.54,18.09,3.72,17.8,1.31
25.75,86.25,2018,3,18,0.01,3.45,16.69,3.33,18.18,1.81
25.75,86.25,2018,3,19,0,1.46,12.66,2.75,19.07,1.84
25.75,86.25,2018,3,20,0,1.7,12.47,2.72,18.64,1.66
25.75,86.25,2018,3,21,0,2.2,18.53,4.03,19.57,1.69
25.75,86.25,2018,3,22,0,1.83,24.59,5.65,18.61,1.31
25.75,86.25,2018,3,23,0,2.27,23.09,5.46,17.24,1.55
25.75,86.25,2018,3,24,0,2.6,20.53,5.1,15.54,1.71
25.75,86.25,2018,3,25,0,2.48,20.06,4.76,16.21,1.83
25.75,86.25,2018,3,26,0.01,3.5,17.69,4.03,17.59,1.77
25.75,86.25,2018,3,27,0,1.99,15.59,3.81,18.21,1.4
25.75,86.25,2018,3,28,0,2.49,26.81,5.62,18.45,1.49
25.75,86.25,2018,3,29,0,2.48,30.91,6.99,17.83,1.39
25.75,86.25,2018,3,30,0.58,3.79,24.03,5.86,18.52,1.38
25.75,86.25,2018,3,31,6.24,5.45,48.38,10.96,12.66,1.14
25.75,86.25,2018,4,1,0.05,3.89,50.5,11.17,13.82,1.2
25.75,86.25,2018,4,2,0.06,2.73,45.97,10.53,13.19,1.38
25.75,86.25,2018,4,3,0,2.13,37.09,8.64,16.38,1.69
25.75,86.25,2018,4,4,0.25,2.15,34.44,8.73,15.61,1.9
25.75,86.25,2018,4,5,6.2,2.96,45.66,11.51,13.77,0.55
25.75,86.25,2018,4,6,0.09,4.71,48.47,11.78,13.13,1.49
25.75,86.25,2018,4,7,1.2,3.95,58.84,13.98,10.51,1.12
25.75,86.25,2018,4,8,1.37,2.04,55.5,13.31,11.91,1.32
25.75,86.25,2018,4,9,3.28,3.29,53.84,13.03,12.3,1.36
25.75,86.25,2018,4,10,3.95,1.92,53.81,13.12,12.38,1.47
25.75,86.25,2018,4,11,2.07,2.27,46.16,11.9,13.79,1.66
25.75,86.25,2018,4,12,0.17,3.47,39.12,9.83,13.37,1.56
25.75,86.25,2018,4,13,0,2.3,35.41,9.25,15.36,-999
25.75,86.25,2018,4,14,0,3.07,24.47,6.68,15.12,2.02
25.75,86.25,2018,4,15,0,1.68,24.34,6.29,17.26,2.08
25.75,86.25,2018,4,16,0.23,2.82,32,8.36,16.48,2.01
25.75,86.25,2018,4,17,1.56,4.07,43.41,11.6,15.76,1.81
25.75,86.25,2018,4,18,1.93,4.14,44.78,12.08,15.41,2.03
25.75,86.25,2018,4,19,0.45,3.12,33.62,9,17.47,2.16
25.75,86.25,2018,4,20,0.13,3.61,45.97,12.39,16.39,2
25.75,86.25,2018,4,21,0.02,2.57,34.44,10.19,16.25,1.67
25.75,86.25,2018,4,22,0.01,3.95,19.22,5.37,15.68,2.2
25.75,86.25,2018,4,23,0,2.97,13.81,3.51,19.52,2.44
25.75,86.25,2018,4,24,0,2.48,23,5.4,19.96,2.34
25.75,86.25,2018,4,25,0,3.02,29.75,7.2,18.39,1.64
25.75,86.25,2018,4,26,0.04,6.23,48.84,12.54,13.32,1.07
25.75,86.25,2018,4,27,0.03,5.86,44.91,12.24,12.64,1.49
25.75,86.25,2018,4,28,3.75,5.53,57.88,14.22,9.42,1.38
25.75,86.25,2018,4,29,5.96,4.73,60.72,15.05,11.51,1.7
25.75,86.25,2018,4,30,17.31,3.46,66.78,15.75,10.73,1.93
25.75,86.25,2018,5,1,0.71,4.5,59.44,14.83,10.45,1.55
25.75,86.25,2018,5,2,0.46,5.32,59.97,14.95,10.22,1.56
25.75,86.25,2018,5,3,3.78,3.87,60.12,14.74,9.3,1.6
25.75,86.25,2018,5,4,4.31,3.54,62.41,14.98,9.2,1.73
25.75,86.25,2018,5,5,0.04,2.96,53.09,14.01,14.64,1.87
25.75,86.25,2018,5,6,0.14,2.54,44.62,13.09,15.33,1.7
25.75,86.25,2018,5,7,0.75,2.34,35.09,11.69,13.99,1.55
25.75,86.25,2018,5,8,0.01,2.39,33.62,10.83,16.34,1.95
25.75,86.25,2018,5,9,3.53,2.56,39.97,11.96,14.54,2.42
25.75,86.25,2018,5,10,0.04,2.79,36.03,10.38,16.07,2.1
25.75,86.25,2018,5,11,0.11,3.64,47.31,12.85,14.63,1.75
25.75,86.25,2018,5,12,0.01,4.62,51.72,14.5,13.41,1.73
25.75,86.25,2018,5,13,5.38,5.08,58.69,16.17,9.57,1.53
25.75,86.25,2018,5,14,2.42,3.13,57.94,15.23,11.52,1.62
25.75,86.25,2018,5,15,3.03,4.34,56.91,14.77,10.74,1.46
25.75,86.25,2018,5,16,0.36,4.37,58.22,15.26,11.27,1.42
25.75,86.25,2018,5,17,0.19,3.3,55.38,14.86,12.49,1.7
25.75,86.25,2018,5,18,0.23,3.94,49.28,14.1,12.89,1.77
25.75,86.25,2018,5,19,0.76,3.35,48.28,14.01,13.28,1.88
25.75,86.25,2018,5,20,0.15,2.79,47.66,14.31,13.69,1.6
25.75,86.25,2018,5,21,0.18,3.53,46.75,14.4,12.79,1.55
25.75,86.25,2018,5,22,0.11,4.1,50.31,15.78,12.09,1.54
25.75,86.25,2018,5,23,0.64,4.98,56.72,17.52,9.61,1.47
25.75,86.25,2018,5,24,1.32,4.21,55.47,17.15,12.75,1.5
25.75,86.25,2018,5,25,0.51,2.66,50.88,16.66,12.43,1.4
25.75,86.25,2018,5,26,0.3,3.29,46.59,15.44,14.86,1.74
25.75,86.25,2018,5,27,0.49,4.65,51.16,16.82,13.46,1.72
